event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,name,id,kd,sig_str_landed,sig_str_atmpted,sig_str_acc,total_str_landed,total_str_atmpted,total_str_acc,td_landed,td_atmpted,td_acc,sub_att,ctrl,head_landed,head_atmpted,head_acc,body_landed,body_atmpted,body_acc,leg_landed,leg_atmpted,leg_acc,dist_landed,dist_atmpted,dist_acc,clinch_landed,clinch_atmpted,clinch_acc,ground_landed,ground_atmpted,ground_acc,landed_head_per,landed_body_per,landed_leg_per,landed_dist_per,landed_clinch_per,landed_ground_per,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,winner,winner_id,sig_str_absorbed,td_defense,opponent_id,opponent_name,fight_number,days_since_last_fight,age_at_fight,win_flag_indicator,fight_time_min,sig_str_landed_per_min,sig_str_absorbed_per_min,td_acc_fight,is_debut,rolling_slpm_3,rolling_slpm_5,rolling_sapm_3,rolling_sapm_5,rolling_td_acc_3,rolling_td_acc_5,rolling_td_def_3,rolling_td_def_5,rolling_win_rate_3,rolling_win_rate_5
fc9a9559a05f2704,UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,"Norfolk, Virginia, USA",0bcb04163f8d8ead,featherweight,0,KO/TKO,1,85,3.0,Scott Howard,Aalon Cruz,003d82fa384ca1d0,0.0,2.0,12.0,16.0,2.0,12.0,17.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,50.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,12.0,17.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,,8,4,0,182.88,65.77,198.12,Switch,1989-09-20,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,Spike Carlyle,be68b375707dcb85,20.0,1.0,be68b375707dcb85,Spike Carlyle,1,,30.44,0,1.4166666666666667,1.4117647058823528,14.117647058823529,0.0,1,3.43,3.04,4.75,4.06,0.0,0.22,0.25,0.17,0.5,0.33
6e2b1d631832921d,UFC 259: Blachowicz vs. Adesanya,2021-03-06,"Las Vegas, Nevada, USA",e2abba69c3371618,lightweight,0,KO/TKO,1,100,3.0,Mark Smith,Aalon Cruz,003d82fa384ca1d0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,8,4,0,182.88,65.77,198.12,Switch,1989-09-20,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,Uros Medic,681399317dbf4701,45.0,1.0,681399317dbf4701,Uros Medic,2,371.0,31.46,0,1.6666666666666667,0.0,27.0,0.0,0,1.23,2.63,7.51,6.57,0.0,0.17,0.5,0.38,0.5,0.25
da6dfd09cca1d705,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",91cef206019c119e,heavyweight,0,Submission,1,55,3.0,John McCarthy,Aaron Brink,cf1a88371c8cb690,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,26,26,,190.5,92.99,,Orthodox,1974-11-12,3.49,42.0,5.71,57.0,0.0,0.0,0.0,0.0,Andrei Arlovski,3738e68d2261e60f,2.0,0.0,3738e68d2261e60f,Andrei Arlovski,1,,26.02,0,0.9166666666666666,0.0,2.181818181818182,0.0,1,1.41,2.76,14.12,7.87,0.0,0.0,1.0,0.5,0.0,0.33
9ca265dfe8323db3,UFC 173: Barao vs Dillashaw,2014-05-24,"Las Vegas, Nevada, USA",8d98ccae1057815e,featherweight,0,Decision - Unanimous,3,300,3.0,Jason Herzog,Aaron Phillips,34c2b3656f88f7ef,0.0,18.0,40.0,45.0,109.0,137.0,80.0,0.0,0.0,,1.0,68.0,5.0,23.0,22.0,12.0,14.0,86.0,1.0,3.0,33.0,9.0,26.0,35.0,3.0,6.0,50.0,6.0,8.0,75.0,27.0,66.0,5.0,50.0,16.0,33.0,The Dragon,12,5,0,175.26,61.23,180.34,Southpaw,1989-08-05,1.51,53.0,3.66,43.0,0.86,50.0,44.0,0.6,Sam Sicilia,b8aef0faf4ce9b31,37.0,0.375,b8aef0faf4ce9b31,Sam Sicilia,1,,24.8,0,15.0,1.2,2.466666666666667,0.0,1,1.41,1.23,14.12,7.51,0.0,0.0,1.0,0.5,0.0,0.5
063649e21bc9d6d5,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,"Tulsa, Oklahoma, USA",b2867869d4eb98ce,bantamweight,0,Decision - Unanimous,3,300,3.0,Kevin Nix,Aaron Phillips,34c2b3656f88f7ef,0.0,38.0,54.0,70.0,230.0,279.0,82.0,0.0,1.0,0.0,0.0,0.0,23.0,39.0,59.0,12.0,12.0,100.0,3.0,3.0,100.0,14.0,25.0,56.0,17.0,18.0,94.0,7.0,11.0,64.0,60.0,31.0,7.0,36.0,44.0,18.0,The Dragon,12,5,0,175.26,61.23,180.34,Southpaw,1989-08-05,1.51,53.0,3.66,43.0,0.86,50.0,44.0,0.6,Matt Hobar,b57edace7b647f07,63.0,0.33333333333333337,b57edace7b647f07,Matt Hobar,2,91.0,25.05,0,15.0,2.533333333333333,4.2,0.0,0,1.2,1.31,2.47,8.29,0.0,0.0,0.38,0.69,0.0,0.0
18f5669a92e99d92,UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",f3c42ce9fad55eb7,bantamweight,0,Submission,2,149,3.0,Herb Dean,Aaron Phillips,34c2b3656f88f7ef,0.0,6.0,15.0,40.0,7.0,16.0,44.0,0.0,0.0,,0.0,5.0,1.0,9.0,11.0,5.0,6.0,83.0,0.0,0.0,,5.0,14.0,36.0,1.0,1.0,100.0,0.0,0.0,,16.0,83.0,0.0,83.0,16.0,0.0,The Dragon,12,5,0,175.26,61.23,180.34,Southpaw,1989-08-05,1.51,53.0,3.66,43.0,0.86,50.0,44.0,0.6,Jack Shore,b8a85389d115e35a,29.0,0.625,b8a85389d115e35a,Jack Shore,3,2153.0,30.94,0,7.483333333333333,0.8017817371937639,3.8752783964365256,0.0,0,1.87,1.72,3.33,6.93,0.0,0.0,0.35,0.57,0.0,0.0
15b1b21cd743d652,UFC Fight Night: Holloway vs. Allen,2023-04-15,"Kansas City, Missouri, USA",119559fd8124fee3,bantamweight,0,Decision - Unanimous,3,300,3.0,Nick Berens,Aaron Phillips,34c2b3656f88f7ef,0.0,17.0,39.0,43.0,79.0,104.0,76.0,3.0,5.0,60.0,1.0,361.0,7.0,22.0,32.0,9.0,13.0,69.0,1.0,4.0,25.0,16.0,37.0,43.0,1.0,2.0,50.0,0.0,0.0,,41.0,52.0,5.0,94.0,5.0,0.0,The Dragon,12,5,0,175.26,61.23,180.34,Southpaw,1989-08-05,1.51,53.0,3.66,43.0,0.86,50.0,44.0,0.6,Gaston Bolanos,96924b0019b3aff1,63.0,1.0,96924b0019b3aff1,Gaston Bolanos,4,1004.0,33.69,0,15.0,1.1333333333333333,4.2,0.6,0,1.51,1.51,3.51,3.51,0.0,0.0,0.44,0.44,0.0,0.0
421ccfc6ddb17958,UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",9fa6a029f7f8241c,featherweight,0,KO/TKO,1,201,3.0,Herb Dean,Aaron Pico,5537efc6e496dd84,0.0,13.0,29.0,44.0,13.0,30.0,43.0,2.0,3.0,66.0,0.0,121.0,7.0,23.0,30.0,5.0,5.0,100.0,1.0,1.0,100.0,7.0,21.0,33.0,3.0,5.0,60.0,3.0,3.0,100.0,53.0,38.0,7.0,53.0,23.0,23.0,,13,5,0,172.72,65.77,177.8,Orthodox,1996-09-23,3.88,44.0,2.39,50.0,8.96,66.0,0.0,0.0,Lerone Murphy,396fe87b84ac2e1c,8.0,1.0,396fe87b84ac2e1c,Lerone Murphy,1,,28.9,0,3.35,3.8805970149253732,2.388059701492537,0.6666666666666666,1,1.67,1.51,4.04,3.51,0.0,0.0,0.48,0.44,0.0,0.0
f3eb664db7fb1df3,UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",10ab34056720b6b4,Featherweight,0,U-DEC,3,300,3.0,Keith Peterson,Aaron Pico,98a58c26c5b1ed17,0.0,49.0,88.0,55.68,49.0,88.0,55.68,0.0,0.0,0.0,0.0,0.0,28.0,60.0,46.67,14.0,19.0,73.68,7.0,9.0,77.78,37.0,76.0,48.68,12.0,12.0,100.0,0.0,0.0,0.0,57.14285714285714,28.57142857142857,14.285714285714285,75.51020408163265,24.489795918367346,0.0,Patricio Pitbull,37,9,0,167.64,65.77,170.18,orthodox,1987-07-07,,,,,,,,,Aaron Pico,98a58c26c5b1ed17,100.0,0.5384615384615384,5537efc6e496dd84,Patricio Pitbull,2,238.0,38.76,1,15.0,3.2666666666666666,6.666666666666667,0.0,0,2.34,2.1,3.13,3.23,0.33,0.17,0.81,0.58,0.0,0.0
9fd1f08dd4aec14a,UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",5550e3d9ff8b965c,welterweight,0,Decision - Unanimous,3,300,3.0,John McCarthy,Aaron Riley,f2c8ebbeafd45f2b,0.0,55.0,130.0,42.0,93.0,170.0,55.0,0.0,3.0,0.0,1.0,86.0,18.0,83.0,22.0,18.0,20.0,90.0,19.0,27.0,70.0,31.0,83.0,37.0,24.0,47.0,51.0,0.0,0.0,,32.0,32.0,34.0,56.0,43.0,0.0,,30,14,,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Robbie Lawler,f2925e6db404bf1d,64.0,0.25,f2925e6db404bf1d,Robbie Lawler,1,,21.42,0,15.0,3.6666666666666665,4.266666666666667,0.0,1,3.88,2.41,2.39,3.49,0.67,0.22,1.0,0.65,0.0,0.0
2ee09ec2a0695eb9,UFC Fight Night 3,2006-01-16,"Las Vegas, Nevada, USA",52125c3e41a1bd1e,welterweight,0,TKO - Doctor's Stoppage,1,300,3.0,John McCarthy,Aaron Riley,f2c8ebbeafd45f2b,0.0,9.0,23.0,39.0,17.0,32.0,53.0,2.0,4.0,50.0,0.0,89.0,2.0,15.0,13.0,4.0,5.0,80.0,3.0,3.0,100.0,1.0,13.0,8.0,7.0,9.0,78.0,1.0,1.0,100.0,22.0,44.0,33.0,11.0,77.0,11.0,,30,14,,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Spencer Fisher,f34312c2ccfa0e00,25.0,1.0,f34312c2ccfa0e00,Spencer Fisher,2,1347.0,25.1,0,5.0,1.8,5.0,0.5,0,3.77,2.78,3.33,3.51,0.33,0.22,0.62,0.62,0.0,0.0
a2b06ca02bca14c0,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",958bd435389dd12a,lightweight,0,Decision - Unanimous,3,300,3.0,Mario Yamasaki,Aaron Riley,f2c8ebbeafd45f2b,0.0,98.0,222.0,44.0,133.0,261.0,51.0,1.0,1.0,100.0,0.0,149.0,63.0,172.0,37.0,21.0,27.0,78.0,14.0,23.0,61.0,69.0,181.0,38.0,21.0,29.0,72.0,8.0,12.0,67.0,64.0,21.0,14.0,70.0,21.0,8.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Aaron Riley,f2c8ebbeafd45f2b,70.0,0.75,04d5718ed2661e8c,Jorge Gurgel,3,1034.0,27.93,1,15.0,6.533333333333333,4.666666666666667,1.0,0,2.73,3.12,4.63,3.88,0.25,0.39,0.62,0.75,0.0,0.0
29b5791e51e7e832,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",21b02cb26307ac0f,lightweight,0,KO/TKO,1,44,3.0,Rick Fike,Aaron Riley,f2c8ebbeafd45f2b,0.0,4.0,9.0,44.0,4.0,9.0,44.0,0.0,0.0,,0.0,2.0,0.0,5.0,0.0,1.0,1.0,100.0,3.0,3.0,100.0,4.0,9.0,44.0,0.0,0.0,,0.0,0.0,,0.0,25.0,75.0,100.0,0.0,0.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Shane Nelson,2db7fa8db6bc9632,5.0,1.0,2db7fa8db6bc9632,Shane Nelson,4,112.0,28.24,0,0.7333333333333333,5.454545454545455,6.818181818181818,0.0,0,4.0,3.97,4.64,4.08,0.5,0.54,0.67,0.75,0.33,0.25
48d1f690b763934c,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",6a61d45818534b19,lightweight,0,Decision - Unanimous,3,300,3.0,Kevin Mulhall,Aaron Riley,f2c8ebbeafd45f2b,0.0,50.0,122.0,40.0,154.0,236.0,65.0,2.0,5.0,40.0,0.0,465.0,28.0,96.0,28.0,18.0,22.0,82.0,4.0,4.0,100.0,16.0,74.0,22.0,24.0,35.0,69.0,10.0,13.0,77.0,56.0,36.0,8.0,32.0,48.0,20.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Aaron Riley,f2c8ebbeafd45f2b,28.0,1.0,2db7fa8db6bc9632,Shane Nelson,5,154.0,28.66,1,15.0,3.3333333333333335,1.8666666666666667,0.4,0,4.6,4.36,5.49,5.19,0.5,0.38,0.92,0.75,0.33,0.25
fa8b9e6b0c2269f8,UFC 105: Couture vs Vera,2009-11-14,"Manchester, England, United Kingdom",b4ebb7576e9745e7,lightweight,0,TKO - Doctor's Stoppage,2,278,3.0,Marc Goddard,Aaron Riley,f2c8ebbeafd45f2b,0.0,15.0,73.0,20.0,19.0,77.0,25.0,0.0,2.0,0.0,0.0,19.0,6.0,56.0,11.0,7.0,11.0,64.0,2.0,6.0,33.0,8.0,55.0,15.0,7.0,18.0,39.0,0.0,0.0,,40.0,46.0,13.0,53.0,46.0,0.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Ross Pearson,4f732e58ed907eff,59.0,1.0,4f732e58ed907eff,Ross Pearson,6,98.0,28.93,0,9.633333333333333,1.5570934256055364,6.124567474048443,0.0,0,5.11,4.16,4.45,4.52,0.47,0.38,0.92,0.8,0.67,0.4
bfc2fc38a0e20211,UFC 114: Rampage vs Evans,2010-05-29,"Las Vegas, Nevada, USA",6190569c372725bf,lightweight,0,Decision - Unanimous,3,300,3.0,Steve Mazzagatti,Aaron Riley,f2c8ebbeafd45f2b,0.0,46.0,104.0,44.0,124.0,184.0,67.0,3.0,8.0,37.0,0.0,305.0,17.0,68.0,25.0,11.0,15.0,73.0,18.0,21.0,86.0,27.0,81.0,33.0,16.0,19.0,84.0,3.0,4.0,75.0,36.0,23.0,39.0,58.0,34.0,6.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Aaron Riley,f2c8ebbeafd45f2b,37.0,0.5,013da757877044a2,Joe Brammer,7,196.0,29.47,1,15.0,3.066666666666667,2.466666666666667,0.375,0,3.45,3.74,4.94,4.9,0.13,0.38,1.0,0.95,0.33,0.4
73ef22f25d0f70e2,UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",3f7c7917a57d2782,lightweight,0,TKO - Doctor's Stoppage,1,300,3.0,Tom Johnson,Aaron Riley,f2c8ebbeafd45f2b,0.0,11.0,49.0,22.0,11.0,49.0,22.0,0.0,0.0,,0.0,0.0,3.0,35.0,9.0,4.0,7.0,56.0,4.0,7.0,56.0,11.0,49.0,22.0,0.0,0.0,,0.0,0.0,,27.0,36.0,36.0,100.0,0.0,0.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Tony Ferguson,22a92d7f62195791,31.0,1.0,22a92d7f62195791,Tony Ferguson,8,483.0,30.79,0,5.0,2.2,6.2,0.0,0,2.65,3.99,3.49,4.39,0.26,0.36,0.83,0.85,0.67,0.6
5330fe7e4c3af81c,UFC on FOX: Johnson vs Moraga,2013-07-27,"Seattle, Washington, USA",b616969d55fb2d7a,lightweight,0,Decision - Split,3,300,3.0,Randy Corley,Aaron Riley,f2c8ebbeafd45f2b,0.0,26.0,172.0,15.0,26.0,172.0,15.0,0.0,0.0,,0.0,0.0,10.0,123.0,8.0,8.0,34.0,24.0,8.0,15.0,53.0,23.0,169.0,14.0,3.0,3.0,100.0,0.0,0.0,,38.0,30.0,30.0,88.0,11.0,0.0,,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,Justin Salas,9b198c73e3d0d289,54.0,0.6666666666666667,9b198c73e3d0d289,Justin Salas,9,672.0,32.63,0,15.0,1.7333333333333334,3.6,0.0,0,2.27,3.12,4.93,4.7,0.12,0.16,0.83,0.9,0.33,0.4
